title,score,num_users_voted,num_fb_likes,genres,keywords,synopsis,date,budget,gross
Prince of Persia: The Sands of Time,6.6,222403,23000.0,action__adventure__fantasy__romance,persia__princess__king__alamut__dagger,"Set in the mystical lands of Persia, a rogue prince and a mysterious princess race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time -- a gift from the gods that can reverse time and allow its possessor to rule the world.",2010-09-17,200000000,90755643
Pacific Rim,7.0,381148,83000.0,action__adventure__sci-fi,kaiju__pilot__portal__robot__giant monster,"When monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes - a washed up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi) - who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",2013-10-11,190000000,101785482
Transformers: Dark of the Moon,6.3,326180,46000.0,action__adventure__sci-fi,job interview__autobot__decepticon__moon__spacecraft,"Autobots Bumblebee, Ratchet, Ironhide, Mirage (aka Dino), Wheeljack (aka Que) and Sideswipe led by Optimus Prime, are back in action taking on the evil Decepticons, who are eager to avenge their recent defeat. The Autobots and Decepticons become involved in a perilous space race between the United States and Russia to reach a hidden Cybertronian spacecraft on the moon and learn its secrets, and once again Sam Witwicky has to go to the aid of his robot friends. The new villain Shockwave is on the scene while the Autobots and Decepticons continue to battle it out on Earth.",2011-10-07,195000000,352358779
Indiana Jones and the Kingdom of the Crystal Skull,6.2,333847,5000.0,action__adventure__fantasy,indiana jones__femme fatale__unsubtitled foreign language__year 1957__cult figure,"During the Cold War, Soviet agents watch Professor Henry Jones when a young man brings him a coded message from an aged, demented colleague, Harold Oxley. Led by the brilliant Irina Spalko, the Soviets tail Jones and the young man, Mutt, to Peru. With Oxley's code, they find a legendary skull made of a single piece of quartz. If Jones can deliver the skull to its rightful place, all may be well; but if Irina takes it to its origin, she'll gain powers that could endanger the West. Aging professor and young buck join forces with a woman from Jones' past to face the dangers of the jungle, Russia, and the supernatural.",2008-10-10,185000000,317011114
The Good Dinosaur,6.8,62836,20000.0,animation__adventure__comedy__family__fantasy,dinosaur__apatosaurus__asteroid__river__fear,"""The Good Dinosaur"" asks the question: What if the asteroid that forever changed life on Earth missed the planet completely and giant dinosaurs never became extinct? In this epic journey into the world of dinosaurs, an Apatosaurus named Arlo makes an unlikely human friend. While traveling through a harsh and mysterious landscape, Arlo learns the power of confronting his fears and discovers what he is truly capable of.",2016-04-01,[],123070338
Brave,7.2,273556,39000.0,animation__adventure__comedy__family__fantasy,princess__archery__coming of age__female warrior__rebellious daughter,"Set in Scotland in a rugged and mythical time, ""Brave"" features Merida, an aspiring archer and impetuous daughter of royalty. Merida makes a reckless choice that unleashes unintended peril and forces her to spring into action to set things right.",2013-01-11,185000000,237282182
Star Trek Beyond,7.5,53607,30000.0,action__adventure__sci-fi__thriller,third part__space opera__star trek__sequel__hatred,"Day 966 in the USS Enterprise's five year mission takes them into new uncharted territory. There, the Enterprise is nearly destroyed and strands Kirk and his crew on a remote planet with no means of communication. Kirk must then work with the elements to reunite his crew and get back to save the Starbase Yorktown.",2016-08-09,185000000,130468626
WALL?E,8.4,718837,16000.0,animation__adventure__family__sci-fi,earth__robot__soil__obesity__plant,"In a distant, but not so unrealistic, future where mankind has abandoned earth because it has become covered with trash from products sold by the powerful multi-national Buy N Large corporation, WALL-E, a garbage collecting robot has been left to clean up the mess. Mesmerized with trinkets of Earth's history and show tunes, WALL-E is alone on Earth except for a sprightly pet cockroach. One day, EVE, a sleek (and dangerous) reconnaissance robot, is sent to Earth to find proof that life is once again sustainable. WALL-E falls in love with EVE. WALL-E rescues EVE from a dust storm and shows her a living plant he found amongst the rubble. Consistent with her ""directive"", EVE takes the plant and automatically enters a deactivated state except for a blinking green beacon. WALL-E, doesn't understand what has happened to his new friend, but, true to his love, he protects her from wind, rain, and lightning, even as she is unresponsive. One day a massive ship comes to reclaim EVE, but WALL-E, ...",2009-01-02,180000000,223806889
Rush Hour 3,6.2,121084,1700.0,action__comedy__crime__thriller,french__ambassador__triad__assassination__chinese,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother. But their race will take them across the city, from the depths of the Paris underground to the breathtaking heights of the Eiffel Tower, as they fight to outrun the world's most deadly criminals and save the day.",2007-11-02,140000000,140080850
2012,5.8,283418,13000.0,action__adventure__sci-fi,ark__writer__president__catastrophe__geologist,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",2010-02-19,200000000,166112167
A Christmas Carol,6.8,72809,7600.0,animation__drama__family__fantasy,scrooge__christmas__ghost__christmas eve__charles dickens,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",2010-01-29,200000000,137850096
